planName,clientType,registrationMode,duration,netSales,netProfit,age,accident
B,Basic,Online,80,27,0,36,0
B,Basic,Online,10,20,0,50,0
B,Basic,Online,7,40,0,36,0
B,Basic,Online,6,98,0,36,0
B,Basic,Online,41,28,0,36,0
B,Basic,Online,13,30,0,36,0
B,Basic,Online,21,24,0,36,0
B,Basic,Online,38,110,0,36,0
B,Basic,Online,80,62,0,36,1
B,Basic,Online,57,20,0,36,0
B,Basic,Online,31,20,0,36,0
B,Basic,Online,29,101,0,36,0
B,Basic,Online,84,34,0,36,0
B,Basic,Online,33,62,0,36,0
B,Basic,Online,12,45,0,36,0
B,Basic,Online,10,20,0,24,0
B,Basic,Online,14,24,0,36,0
B,Basic,Online,25,52,0,41,0
B,Basic,Online,216,20,0,36,1
B,Basic,Online,66,51,0,36,0
B,Basic,Online,66,112,0,39,0
B,Basic,Online,3,20,0,36,0
B,Basic,Online,22,21,0,39,0
B,Basic,Online,26,112,0,36,0
B,Basic,Online,75,31,0,36,0
B,Basic,Online,40,96,0,62,0
B,Basic,Online,52,28,0,36,0
B,Basic,Online,10,24,0,32,0
B,Basic,Online,39,44,0,36,0
B,Basic,Online,21,78,0,36,0
K,Basic,Online,15,16,0,39,0
K,Basic,Online,25,38,0,36,0
K,Basic,Online,21,27,0,36,0
K,Basic,Online,116,10,0,36,0
K,Basic,Online,21,36,0,36,0
K,Basic,Online,16,10,0,29,0
K,Basic,Online,42,10,0,23,0
K,Basic,Online,12,52,0,36,0
K,Basic,Online,5,10,0,30,0
K,Basic,Online,9,10,0,36,0
K,Basic,Online,42,128,0,36,0
K,Basic,Online,18,13,0,53,0
K,Basic,Online,7,10,0,36,0
K,Basic,Online,115,34,0,48,0
K,Basic,Online,48,10,0,36,0
K,Basic,Online,13,34,0,36,0
K,Basic,Online,224,80,0,29,1
K,Basic,Online,8,11,0,36,0
K,Basic,Online,34,10,0,23,0
K,Basic,Online,3,79,0,61,0
K,Basic,Online,1,21,0,61,0
K,Basic,Online,116,10,0,36,0
K,Basic,Online,31,30,0,36,0
K,Basic,Online,13,22,0,36,0
K,Basic,Online,4,10,0,60,0
K,Basic,Online,24,52,0,22,0
K,Basic,Online,6,19,0,40,0
K,Basic,Online,155,10,0,36,0
K,Basic,Online,189,45,0,36,0
K,Basic,Online,118,80,0,36,0
K,Basic,Online,16,10,0,36,0
K,Basic,Online,127,36,0,36,0
K,Basic,Online,51,47,0,36,0
K,Basic,Online,20,45,0,36,0
K,Basic,Online,17,18,0,27,0
K,Basic,Online,6,11,0,35,0
K,Basic,Online,32,16,0,36,0
K,Basic,Online,68,63,0,32,0
K,Basic,Online,150,10,0,36,0
K,Basic,Online,33,14,0,36,0
K,Basic,Online,51,49,0,36,0
K,Basic,Online,34,10,0,36,0
K,Basic,Online,40,16,0,25,0
K,Basic,Online,8,35,0,62,0
K,Basic,Online,11,10,0,36,0
K,Basic,Online,150,10,0,36,0
K,Basic,Online,6,10,0,34,0
K,Basic,Online,5,12,0,44,0
K,Basic,Online,5,21,0,36,0
K,Basic,Online,14,12,0,36,0
K,Basic,Online,32,10,0,36,0
K,Basic,Online,195,59,0,36,0
K,Basic,Online,19,52,0,36,0
K,Basic,Online,188,27,0,36,0
K,Basic,Online,11,13,0,36,0
K,Basic,Online,7,10,0,38,0
K,Basic,Online,16,15,0,36,0
K,Basic,Online,6,10,0,58,0
K,Basic,Online,33,30,0,36,0
K,Basic,Online,4,13,0,36,0
K,Basic,Online,14,10,0,31,0
K,Basic,Online,11,19,0,36,0
K,Basic,Online,35,10,0,36,0
K,Basic,Online,7,10,0,28,0
K,Basic,Online,119,10,0,21,0
K,Basic,Online,13,33,0,36,0
K,Basic,Online,189,25,0,36,0
K,Basic,Online,47,80,0,36,0
K,Basic,Online,36,28,0,36,0
K,Basic,Online,6,68,0,36,0
K,Basic,Online,217,66,0,36,1
K,Basic,Online,28,25,0,36,0
K,Basic,Online,11,10,0,36,0
K,Basic,Online,10,21,0,36,0
K,Basic,Online,50,26,0,36,0
K,Basic,Online,95,17,0,36,0
K,Basic,Online,93,64,0,36,0
K,Basic,Online,2,12,0,43,0
K,Basic,Online,4,10,0,46,0
K,Basic,Online,51,20,0,46,0
K,Basic,Online,42,24,0,24,0
K,Basic,Online,2,10,0,36,0
K,Basic,Online,12,21,0,36,0
K,Basic,Online,3,12,0,36,0
K,Basic,Online,76,12,0,36,0
K,Basic,Online,6,10,0,35,0
K,Basic,Online,15,33,0,36,0
A,Basic,Online,13,20,0,36,0
A,Basic,Online,8,41,0,36,0
A,Basic,Online,25,20,0,36,0
A,Basic,Online,5,20,0,36,0
A,Basic,Online,3,30,0,36,0
A,Basic,Online,34,20,0,36,0
A,Basic,Online,6,21,0,36,0
A,Basic,Online,101,35,0,36,0
A,Basic,Online,30,20,0,36,0
A,Basic,Online,62,35,0,36,0
A,Basic,Online,4,20,0,43,0
A,Basic,Online,179,23,0,36,0
A,Basic,Online,62,20,0,36,0
A,Basic,Online,5,20,0,24,0
A,Basic,Online,2,20,0,36,0
Z,Premium,Online,13,50,20,118,0
Z,Premium,Online,125,31,12.4,118,0
Z,Basic,Online,29,95,36.1,48,0
Z,Premium,Online,8,15,6,50,0
Z,Premium,Online,11,15,6,35,0
Z,Premium,Online,5,15,6,30,0
Z,Premium,Online,15,15,6,52,0
Z,Premium,Online,7,15,6,49,0
W,Premium,Online,5,1.8,0.5,48,0
W,Premium,Online,4,1.8,0.5,48,0
W,Premium,Online,24,10.53,2.95,48,0
I,Premium,Online,238,26,9.1,48,0
I,Premium,Online,10,18,6.3,54,0
I,Premium,Online,9,22,7.7,50,0
I,Premium,Online,11,18,6.3,52,0
I,Premium,Online,134,37,12.95,43,0
I,Premium,Online,4,18,6.3,50,0
I,Premium,Online,45,22,7.7,65,0
I,Premium,Online,52,26,9.1,59,0
I,Premium,Online,8,30,10.5,48,0
I,Premium,Online,3,18,6.3,32,0
I,Premium,Online,34,22,7.7,58,0
I,Premium,Online,13,36,12.6,42,0
I,Premium,Online,10,22,7.7,49,0
I,Premium,Online,17,35,12.25,42,0
Z,Premium,Online,2,26,9.1,1,0
Z,Premium,Online,25,87,30.45,34,0
Z,Premium,Online,25,87,30.45,73,0
Z,Premium,Online,53,45,15.75,57,0
W,Premium,Offline,1,0,0.02,118,0
W,Premium,Offline,1,0,0.02,118,0
W,Premium,Offline,1,0,0.02,118,0
W,Premium,Offline,1,0,0.02,118,0
M,Basic,Offline,268,29,9.57,67,0
C,Premium,Online,16,0,16.7,48,0
C,Premium,Online,27,14.68,5.14,48,0
J,Premium,Online,3,14.95,3.74,21,0
J,Premium,Online,27,17.55,4.39,40,0
J,Premium,Online,12,47,11.75,33,0
J,Premium,Online,19,19.5,4.88,42,0
J,Premium,Online,15,22.1,5.53,28,0
J,Premium,Online,13,38.35,9.59,30,0
R,Premium,Online,69,93.6,23.4,24,0
R,Premium,Online,6,24.05,6.01,51,0
R,Premium,Online,11,24.05,6.01,42,0
N,Premium,Online,235,99.45,24.86,41,1
N,Premium,Online,24,146.25,36.56,34,0
E,Premium,Online,374,252.85,63.21,50,0
E,Premium,Online,381,252.85,63.21,30,0
E,Premium,Online,365,252.85,63.21,38,0
E,Premium,Online,370,252.85,63.21,29,0
E,Premium,Online,382,252.85,63.21,33,0
E,Premium,Online,431,252.85,63.21,30,0
D,Premium,Online,383,599,149.75,34,0
D,Premium,Online,386,389.35,97.34,60,0
Q,Basic,Online,10,39.6,23.76,31,0
Q,Basic,Online,4,39.6,23.76,31,0
Q,Basic,Online,22,19.8,11.88,26,0
Q,Basic,Online,8,59.4,35.64,34,0
Q,Basic,Online,88,99,59.4,46,0
Q,Basic,Online,62,39.6,23.76,38,0
Q,Basic,Online,11,59.4,35.64,51,0
Q,Basic,Online,61,9.9,5.94,31,0
Q,Basic,Online,81,29.7,17.82,27,0
Q,Basic,Online,6,29.7,17.82,51,0
Q,Basic,Online,12,69.3,41.58,52,0
Q,Basic,Online,36,39.6,23.76,29,0
Q,Basic,Online,18,79.2,47.52,41,0
Q,Basic,Online,12,9.9,5.94,46,0
Q,Basic,Online,13,29.7,17.82,31,0
Q,Basic,Online,13,29.7,17.82,57,0
Q,Basic,Online,73,0,41.58,48,0
Q,Basic,Online,25,168.3,100.98,41,0
Q,Basic,Online,9,49.5,29.7,36,0
Q,Basic,Online,25,79.2,47.52,35,0
Q,Basic,Online,88,108.9,65.34,31,0
Q,Basic,Online,4,19.8,11.88,44,0
Q,Basic,Online,172,148.5,89.1,68,0
Q,Basic,Online,11,0,29.7,38,0
Q,Basic,Online,11,39.6,23.76,38,0
Q,Basic,Online,9,79.2,47.52,30,0
Q,Basic,Online,40,69.3,41.58,35,0
B,Basic,Online,188,38,0,36,0
B,Basic,Online,3,40,0,36,0
B,Basic,Online,13,50,0,36,0
B,Basic,Online,66,20,0,34,0
B,Basic,Online,131,52,0,30,0
B,Basic,Online,31,37,0,36,0
B,Basic,Online,14,34,0,36,0
B,Basic,Online,10,20,0,54,0
B,Basic,Online,22,79,0,36,0
B,Basic,Online,14,20,0,29,0
B,Basic,Online,12,20,0,36,0
B,Basic,Online,291,26,0,36,0
B,Basic,Online,11,20,0,36,0
B,Basic,Online,28,108,0,43,0
B,Basic,Online,22,20,0,64,0
B,Basic,Online,4,59,0,36,0
B,Basic,Online,27,27,0,36,0
B,Basic,Online,112,20,0,30,0
B,Basic,Online,20,20,0,36,0
B,Basic,Online,19,20,0,27,0
B,Basic,Online,68,20,0,43,0
B,Basic,Online,21,112,0,32,0
B,Basic,Online,47,158,0,36,0
B,Basic,Online,131,58,0,30,0
B,Basic,Online,49,20,0,36,0
B,Basic,Online,18,34,0,36,0
B,Basic,Online,8,20,0,47,0
B,Basic,Online,90,97,0,36,0
B,Basic,Online,66,112,0,34,0
B,Basic,Online,25,56,0,36,0
B,Basic,Online,23,28,0,36,0
B,Basic,Online,23,30,0,36,0
B,Basic,Online,29,30,0,36,0
B,Basic,Online,52,112,0,34,0
B,Basic,Online,5,20,0,23,0
B,Basic,Online,25,20,0,21,0
B,Basic,Online,6,38,0,36,0
B,Basic,Online,31,21,0,36,0
B,Basic,Online,90,20,0,36,0
B,Basic,Online,10,46,0,36,0
B,Basic,Online,10,50,0,36,0
B,Basic,Online,19,37,0,36,0
B,Basic,Online,16,29,0,36,0
B,Basic,Online,6,20,0,35,0
B,Basic,Online,58,37,0,36,0
B,Basic,Online,23,20,0,45,0
B,Basic,Online,273,21,0,36,0
B,Basic,Online,70,65,0,36,0
B,Basic,Online,327,20,0,36,0
B,Basic,Online,26,20,0,28,0
B,Basic,Online,11,23,0,51,0
B,Basic,Online,64,20,0,36,0
K,Basic,Online,18,52,0,36,0
K,Basic,Online,53,36,0,21,0
K,Basic,Online,66,38,0,36,0
K,Basic,Online,48,12,0,36,0
K,Basic,Online,69,31,0,36,0
K,Basic,Online,39,80,0,36,0
K,Basic,Online,24,80,0,36,0
K,Basic,Online,2,10,0,36,0
K,Basic,Online,9,31,0,36,0
K,Basic,Online,29,80,0,45,0
K,Basic,Online,21,16,0,36,0
K,Basic,Online,67,15,0,36,0
K,Basic,Online,9,27,0,36,0
K,Basic,Online,42,17,0,36,0
K,Basic,Online,9,0,0,36,0
K,Basic,Online,9,27,0,36,0
K,Basic,Online,184,80,0,48,0
K,Basic,Online,48,20,0,36,0
K,Basic,Online,15,14,0,36,0
K,Basic,Online,8,12,0,36,0
K,Basic,Online,9,13,0,36,0
K,Basic,Online,10,21,0,36,0
K,Basic,Online,9,13,0,36,0
K,Basic,Online,8,30,0,36,0
K,Basic,Online,48,38,0,32,0
K,Basic,Online,4,21,0,41,0
K,Basic,Online,12,15,0,36,0
K,Basic,Online,40,75,0,31,0
K,Basic,Online,1,17,0,36,0
K,Basic,Online,111,33,0,36,0
K,Basic,Online,28,15,0,41,0
K,Basic,Online,5,31,0,36,0
K,Basic,Online,24,10,0,36,0
K,Basic,Online,34,10,0,36,0
K,Basic,Online,74,12,0,36,0
K,Basic,Online,12,10,0,36,0
K,Basic,Online,124,23,0,36,0
K,Basic,Online,23,40,0,36,0
K,Basic,Online,33,22,0,36,0
K,Basic,Online,51,15,0,36,0
K,Basic,Online,96,80,0,29,0
K,Basic,Online,19,10,0,22,0
K,Basic,Online,63,34,0,36,0
K,Basic,Online,40,80,0,46,0
K,Basic,Online,13,55,0,36,0
K,Basic,Online,77,12,0,36,0
K,Basic,Online,20,10,0,36,0
K,Basic,Online,90,32,0,36,0
K,Basic,Online,2,17,0,30,0
K,Basic,Online,116,80,0,36,0
K,Basic,Online,75,25,0,36,0
K,Basic,Online,33,20,0,36,0
K,Basic,Online,23,80,0,36,0
K,Basic,Online,5,33,0,29,0
K,Basic,Online,34,29,0,36,0
K,Basic,Online,12,21,0,24,0
K,Basic,Online,8,19,0,36,0
K,Basic,Online,16,25,0,36,0
K,Basic,Online,17,10,0,38,0
K,Basic,Online,75,0,0,27,0
K,Basic,Online,38,13,0,47,0
K,Basic,Online,157,15,0,36,0
K,Basic,Online,28,22,0,36,0
K,Basic,Online,125,64,0,36,0
K,Basic,Online,54,13,0,23,0
K,Basic,Online,20,22,0,62,0
K,Basic,Online,42,58,0,28,0
K,Basic,Online,39,11,0,28,0
K,Basic,Online,17,19,0,36,0
K,Basic,Online,24,27,0,36,0
K,Basic,Online,12,10,0,36,0
K,Basic,Online,36,32,0,36,0
K,Basic,Online,20,15,0,69,0
K,Basic,Online,17,22,0,36,0
K,Basic,Online,26,53,0,36,0
K,Basic,Online,12,38,0,33,0
K,Basic,Online,5,10,0,36,0
K,Basic,Online,12,19,0,61,0
K,Basic,Online,20,54,0,36,0
K,Basic,Online,12,10,0,54,0
K,Basic,Online,322,10,0,36,0
K,Basic,Online,13,21,0,31,0
K,Basic,Online,33,15,0,36,0
K,Basic,Online,5,30,0,61,0
K,Basic,Online,12,28,0,29,0
K,Basic,Online,70,10,0,36,0
K,Basic,Online,57,29,0,36,0
K,Basic,Online,4,13,0,36,0
K,Basic,Online,14,10,0,36,0
K,Basic,Online,153,17,0,36,0
K,Basic,Online,40,29,0,30,0
K,Basic,Online,8,33,0,36,0
K,Basic,Online,10,10,0,60,0
A,Basic,Online,14,24,0,36,0
A,Basic,Online,46,20,0,25,0
A,Basic,Online,4,20,0,42,0
A,Basic,Online,53,25,0,25,0
A,Basic,Online,110,57,0,36,0
A,Basic,Online,132,20,0,22,0
A,Basic,Online,30,20,0,36,0
A,Basic,Online,25,43,0,36,0
A,Basic,Online,6,26,0,36,0
Z,Premium,Online,11,50,20,118,0
Z,Premium,Online,1,31,12.4,118,0
Z,Premium,Online,18,50,20,118,0
Z,Premium,Online,4,15,6,31,0
Z,Premium,Online,17,31,12.4,32,0
W,Premium,Online,5,11.45,3.21,48,0
I,Premium,Online,34,22,7.7,28,0
I,Premium,Online,13,26,9.1,42,0
I,Premium,Online,52,42,14.7,61,0
I,Premium,Online,231,22,7.7,39,0
I,Premium,Online,27,22,7.7,26,0
I,Premium,Online,130,22,7.7,29,0
I,Premium,Online,71,22,7.7,67,0
I,Premium,Online,14,30,10.5,30,0
I,Premium,Online,131,30,10.5,62,0
I,Premium,Online,17,22,7.7,52,0
I,Premium,Online,23,26,9.1,55,0
I,Premium,Online,4,22,7.7,42,0
I,Premium,Online,7,22,7.7,64,0
I,Premium,Online,127,40,14,32,0
I,Premium,Online,51,35,12.25,50,0
I,Premium,Online,22,18,6.3,64,0
I,Premium,Online,5,22,7.7,33,0
I,Premium,Online,43,22,7.7,58,0
I,Premium,Online,40,22,7.7,32,0
I,Premium,Online,26,22,7.7,59,0
I,Premium,Online,22,22,7.7,56,0
I,Premium,Online,19,22,7.7,47,0
I,Premium,Online,8,26,9.1,51,0
I,Premium,Online,70,35,12.25,39,0
I,Premium,Online,70,35,12.25,71,0
Z,Premium,Online,5,33,11.55,46,0
W,Premium,Online,1,0.07,0.02,118,0
W,Premium,Online,1,0.07,0.02,118,0
W,Premium,Online,1,0.07,0.02,118,0
W,Premium,Offline,1,0,0.02,118,0
W,Premium,Offline,1,0.07,0.02,118,0
W,Premium,Offline,1,0,0.02,118,0
Z,Premium,Online,16,69,24.15,118,0
Z,Premium,Online,14,51,17.85,118,0
C,Premium,Online,11,5.76,2.02,48,0
C,Premium,Online,10,33.1,11.58,48,0
J,Premium,Online,11,17.55,4.39,67,0
J,Premium,Online,31,61.1,15.28,31,0
J,Premium,Online,10,22.1,5.53,25,0
J,Premium,Online,27,16.1,4.03,45,0
J,Premium,Online,4,17.55,4.39,28,0
J,Premium,Online,11,30.55,7.64,44,0
J,Premium,Online,41,80.6,20.15,37,0
J,Premium,Online,30,59.15,14.79,37,0
J,Premium,Online,5,17.55,4.39,45,0
R,Premium,Online,34,31.85,7.96,46,0
R,Premium,Online,5,24.05,6.01,51,0
N,Premium,Online,13,78,19.5,21,0
E,Premium,Online,366,252.85,63.21,38,1
E,Premium,Online,364,252.85,63.21,65,0
E,Premium,Online,372,213.95,53.49,31,0
E,Premium,Online,367,252.85,63.21,37,0
D,Premium,Online,399,389.35,97.34,55,0
Q,Basic,Online,25,39.6,23.76,31,0
Q,Basic,Online,38,99,59.4,46,0
Q,Basic,Online,38,29.7,17.82,28,0
Q,Basic,Online,10,0,53.46,50,0
Q,Basic,Online,35,138.6,83.16,42,0
Q,Basic,Online,11,99,59.4,50,0
Q,Basic,Online,19,39.6,23.76,68,0
Q,Basic,Online,19,89.1,53.46,43,0
Q,Basic,Online,33,89.1,53.46,31,0
Q,Basic,Online,6,19.8,11.88,31,0
Q,Basic,Online,106,178.2,106.92,55,0
Q,Basic,Online,83,79.2,47.52,48,0
Q,Basic,Online,96,128.7,77.22,48,0
Q,Basic,Online,72,69.3,41.58,48,0
Q,Basic,Online,162,0,5.94,31,0
Q,Basic,Online,186,0,29.7,31,0
Q,Basic,Online,11,19.8,11.88,30,0
Q,Basic,Online,8,39.6,23.76,31,0
Q,Basic,Online,21,39.6,23.76,29,0
Q,Basic,Online,70,108.9,65.34,31,0
Q,Basic,Online,83,79.2,47.52,42,0
Q,Basic,Online,70,108.9,65.34,31,0
Q,Basic,Online,12,49.5,29.7,32,0
Q,Basic,Online,45,39.6,23.76,31,0
Q,Basic,Online,79,69.3,41.58,31,0
Q,Basic,Online,19,29.7,17.82,57,0
Q,Basic,Online,33,0,23.76,31,0
Q,Basic,Online,2,9.9,5.94,49,0
Q,Basic,Online,9,0,17.82,37,0
B,Basic,Online,22,20,0,38,0
B,Basic,Online,16,97,0,36,0
B,Basic,Online,60,45,0,36,0
B,Basic,Online,8,69,0,36,1
B,Basic,Online,22,27,0,36,0
B,Basic,Online,16,43,0,27,0
B,Basic,Online,97,20,0,36,0
B,Basic,Online,41,57,0,36,0
B,Basic,Online,1,20,0,36,0
B,Basic,Online,27,20,0,30,0
B,Basic,Online,74,20,0,33,0
B,Basic,Online,11,37,0,41,0
B,Basic,Online,24,24,0,36,0
B,Basic,Online,117,22,0,36,0
B,Basic,Online,33,112,0,47,0
B,Basic,Online,86,20,0,22,0
B,Basic,Online,81,29,0,36,0
B,Basic,Online,119,74,0,36,0
B,Basic,Online,100,81,0,36,0
B,Basic,Online,31,95,0,36,0
B,Basic,Online,12,29,0,36,0
B,Basic,Online,52,65,0,36,0
B,Basic,Online,14,36,0,30,0
B,Basic,Online,13,35,0,36,0
B,Basic,Online,67,86,0,38,0
B,Basic,Online,6,20,0,33,0
B,Basic,Online,81,35,0,36,0
B,Basic,Online,50,20,0,26,0
B,Basic,Online,61,24,0,36,0
B,Basic,Online,14,20,0,36,0
B,Basic,Online,122,52,0,36,0
B,Basic,Online,91,37,0,36,0
B,Basic,Online,10,38,0,36,0
B,Basic,Online,40,24,0,36,0
B,Basic,Online,12,54,0,36,0
B,Basic,Online,18,112,0,36,0
B,Basic,Online,58,21,0,36,0
B,Basic,Online,101,45,0,36,0
B,Basic,Online,65,33,0,36,0
B,Basic,Online,18,21,0,36,0
B,Basic,Online,11,42,0,36,0
B,Basic,Online,38,41,0,36,0
B,Basic,Online,17,112,0,33,0
B,Basic,Online,7,23,0,39,0
B,Basic,Online,16,20,0,62,0
B,Basic,Online,40,192,0,36,0
K,Basic,Online,7,10,0,36,0
K,Basic,Online,5,10,0,33,0
K,Basic,Online,74,10,0,51,0
K,Basic,Online,74,10,0,36,0
K,Basic,Online,39,73,0,36,0
K,Basic,Online,11,19,0,36,0
K,Basic,Online,33,34,0,36,0
K,Basic,Online,4,30,0,31,0
K,Basic,Online,16,35,0,36,0
K,Basic,Online,35,10,0,32,0
K,Basic,Online,18,33,0,36,0
K,Basic,Online,12,15,0,36,0
K,Basic,Online,10,34,0,47,0
K,Basic,Online,188,56,0,27,0
K,Basic,Online,123,28,0,36,0
K,Basic,Online,25,10,0,36,0
K,Basic,Online,187,35,0,36,0
K,Basic,Online,82,17,0,31,0
K,Basic,Online,2,18,0,36,0
K,Basic,Online,12,42,0,36,0
K,Basic,Online,59,56,0,36,0
K,Basic,Online,8,11,0,45,0
K,Basic,Online,23,80,0,40,0
K,Basic,Online,8,55,0,36,0
K,Basic,Online,32,16,0,36,0
K,Basic,Online,33,45,0,36,0
K,Basic,Online,18,10,0,39,0
K,Basic,Online,20,40,0,65,0
K,Basic,Online,37,11,0,39,0
K,Basic,Online,12,46,0,36,0
K,Basic,Online,1,10,0,26,0
K,Basic,Online,26,17,0,36,0
K,Basic,Online,24,11,0,36,0
K,Basic,Online,26,34,0,24,0
K,Basic,Online,25,17,0,46,0
K,Basic,Online,25,17,0,42,0
K,Basic,Online,12,13,0,36,0
K,Basic,Online,116,80,0,36,0
K,Basic,Online,39,24,0,36,0
K,Basic,Online,16,16,0,36,0
K,Basic,Online,7,12,0,50,0
K,Basic,Online,105,15,0,36,0
K,Basic,Online,21,24,0,36,0
K,Basic,Online,1,16,0,48,0
K,Basic,Online,34,25,0,55,0
K,Basic,Online,16,80,0,36,0
K,Basic,Online,7,10,0,42,0
K,Basic,Online,14,23,0,36,0
K,Basic,Online,31,23,0,36,0
K,Basic,Online,36,14,0,36,0
K,Basic,Online,86,18,0,36,0
K,Basic,Online,56,17,0,36,0
K,Basic,Online,10,23,0,36,0
K,Basic,Online,315,12,0,36,0
K,Basic,Online,11,18,0,28,0
K,Basic,Online,12,10,0,36,0
K,Basic,Online,44,10,0,36,0
K,Basic,Online,62,18,0,36,0
K,Basic,Online,16,80,0,50,0
K,Basic,Online,13,20,0,36,0
K,Basic,Online,19,40,0,36,0
K,Basic,Online,40,80,0,36,0
K,Basic,Online,28,22,0,43,0
K,Basic,Online,26,10,0,29,0
K,Basic,Online,58,15,0,36,0
K,Basic,Online,62,19,0,54,0
K,Basic,Online,31,23,0,36,0
K,Basic,Online,46,10,0,36,0
K,Basic,Online,46,10,0,36,0
K,Basic,Online,30,18,0,36,0
K,Basic,Online,34,22,0,36,0
K,Basic,Online,22,16,0,40,0
K,Basic,Online,59,12,0,36,0
K,Basic,Online,6,41,0,26,0
K,Basic,Online,3,13,0,36,0
K,Basic,Online,25,23,0,31,0
K,Basic,Online,71,38,0,36,0
K,Basic,Online,16,0,0,36,0
K,Basic,Online,87,10,0,40,0
K,Basic,Online,329,28,0,36,0
K,Basic,Online,6,30,0,36,0
K,Basic,Online,39,29,0,36,0
K,Basic,Online,13,33,0,36,0
K,Basic,Online,35,22,0,36,0
K,Basic,Online,7,10,0,36,0
K,Basic,Online,47,22,0,46,0
A,Basic,Online,12,25,0,36,0
A,Basic,Online,1,20,0,36,0
A,Basic,Online,1,20,0,35,0
A,Basic,Online,2,24,0,32,0
A,Basic,Online,6,20,0,21,0
A,Basic,Online,38,20,0,36,0
A,Basic,Online,14,20,0,47,0
A,Basic,Online,112,20,0,36,0
A,Basic,Online,45,20,0,36,0
A,Basic,Online,48,28,0,36,0
A,Basic,Online,23,20,0,35,0
A,Basic,Online,9,26,0,36,0
A,Basic,Online,9,20,0,33,0
Z,Premium,Online,14,39,15.6,118,0
Z,Premium,Online,4,31,12.4,118,0
Z,Premium,Online,23,31,12.4,118,0
Z,Premium,Online,7,62,24.8,118,0
Z,Premium,Online,3,62,24.8,118,0
Z,Premium,Online,257,50,20,118,0
Z,Premium,Online,8,31,12.4,118,0
Z,Basic,Online,39,28,10.64,48,0
Z,Basic,Online,39,28,10.64,48,0
Z,Premium,Online,18,15,6,40,0
Z,Premium,Online,11,23,9.2,26,0
Z,Premium,Online,7,15,6,33,0
Z,Premium,Online,10,15,6,70,0
Z,Premium,Online,10,23,9.2,44,0
W,Premium,Online,3,6.56,1.84,48,0
W,Premium,Online,58,3.94,1.1,48,0
W,Premium,Online,45,1.48,0.41,48,0
I,Premium,Online,1,18,6.3,64,0
I,Premium,Online,38,18,6.3,46,0
I,Premium,Online,46,22,7.7,28,0
I,Premium,Online,215,35,12.25,29,0
I,Premium,Online,46,26,9.1,28,0
I,Premium,Online,26,22,7.7,36,0
I,Premium,Online,70,35,12.25,27,0
I,Premium,Online,61,44,15.4,21,0
I,Premium,Online,14,26,9.1,44,0
I,Premium,Online,12,22,7.7,46,0
I,Premium,Online,21,22,7.7,41,0
I,Premium,Online,34,22,7.7,49,0
I,Premium,Online,23,35,12.25,53,0
I,Premium,Online,7,26,9.1,35,0
I,Premium,Online,3,18,6.3,61,0
I,Premium,Online,48,26,9.1,48,0
I,Premium,Online,33,30,10.5,56,0
I,Premium,Online,9,30,10.5,39,0
I,Premium,Online,4,22,7.7,54,0
I,Premium,Online,40,22,7.7,40,0
I,Premium,Online,14,26,9.1,43,0
I,Premium,Online,6,26,9.1,55,0
I,Premium,Online,32,52,18.2,28,0
Z,Premium,Online,13,45,15.75,61,0
Z,Premium,Online,13,33,11.55,62,0
Z,Premium,Online,21,33,11.55,52,0
Z,Premium,Online,21,33,11.55,46,0
M,Basic,Offline,54,29,9.57,70,0
P,Basic,Offline,65,58,19.14,72,0
M,Basic,Offline,4,29,9.57,118,0
M,Basic,Offline,4,29,9.57,31,0
Z,Premium,Online,33,40,14,68,0
C,Premium,Online,100,61,21.35,48,0
C,Premium,Online,9,34.67,12.13,48,0
J,Premium,Online,10,30.55,7.64,49,0
J,Premium,Online,19,74.9,18.73,41,0
J,Premium,Online,10,17.55,4.39,32,0
J,Premium,Online,66,22.1,5.53,33,0
J,Premium,Online,16,38.35,9.59,34,0
J,Premium,Online,9,30.55,7.64,37,0
J,Premium,Online,23,23.4,5.85,52,0
J,Premium,Online,16,14.95,3.74,34,0
J,Premium,Online,11,22.1,5.53,79,0
R,Premium,Online,10,43.55,10.89,57,0
R,Premium,Online,11,53.95,13.49,30,0
R,Premium,Online,10,24.05,6.01,27,0
R,Premium,Online,3,19.5,4.88,27,0
E,Premium,Online,366,252.85,63.21,55,0
E,Premium,Online,364,252.85,63.21,22,1
E,Premium,Online,368,252.85,63.21,32,0
E,Premium,Online,364,252.85,63.21,30,1
E,Premium,Online,372,213.95,53.49,32,0
D,Premium,Online,366,329.45,82.36,54,0
Q,Basic,Online,11,0,11.88,56,0
Q,Basic,Online,30,39.6,23.76,31,0
Q,Basic,Online,22,49.5,29.7,40,0
Q,Basic,Online,8,19.8,11.88,58,0
Q,Basic,Online,6,29.7,17.82,71,0
Q,Basic,Online,24,19.8,11.88,60,0
Q,Basic,Online,9,79.2,47.52,37,0
Q,Basic,Online,68,128.7,77.22,40,0
Q,Basic,Online,85,158.4,95.04,36,0
Q,Basic,Online,61,0,47.52,31,0
Q,Basic,Online,6,39.6,23.76,37,0
Q,Basic,Online,10,29.7,17.82,40,0
Q,Basic,Online,22,69.3,41.58,39,0
Q,Basic,Online,11,39.6,23.76,30,1
Q,Basic,Online,8,0,41.58,24,0
Q,Basic,Online,8,49.5,29.7,39,0
B,Basic,Online,3,21,0,36,0
B,Basic,Online,11,42,0,36,0
B,Basic,Online,8,20,0,46,0
